Gene ID	Gene Name	poly(A)+ Half-life	Total Half-life	Lower limit	Upper limit
YER048C	CAJ1	5.3	16.9	12.8	21.9
YER048W-A	ISD11	3.5	10.7	8.0	17.4
YER049W	TPA1	2.2	4.5	4.1	6.1
YER050C	RSM18	5.0	8.1	6.6	11.5
YER051W	JHD1	2.5	4.7	3.8	7.9
YER052C	HOM3	7.0	17.4	10.8	28.9
YER055C	HIS1	3.2	5.5	5.0	7.0
YER056C	FCY2	0.7	1.4	1.4	1.9
YER056C-A	RPL34A	4.0	19.6	15.5	23.3
YER057C	HMF1	10.1	36.9	27.6	56.4
YER058W	PET117	4.6	6.6	5.1	10.2
YER059W	PCL6	6.0	5.9	4.7	10.1
YER060W	FCY21	4.9	10.3	7.3	19.3
YER060W-A	FCY22	15.5	8.8	6.4	17.9
YER061C	CEM1	2.6	4.6	4.0	6.3
YER062C	GPP2	2.5	11.6	9.4	15.2
YER063W	THO1	3.6	5.3	4.8	7.1
YER064C	VHR2	2.1	3.3	3.1	5.3
YER065C	ICL1	4.7	4.9	4.2	8.1
YER068W	MOT2	4.8	11.3	7.5	21.9
YER069W	ARG5,6	1.9	13.4	8.1	23.5
YER070W	RNR1	2.0	4.9	4.3	7.5
YER072W	VTC1	2.8	5.7	5.3	7.2
YER073W	ALD5	1.2	2.4	2.4	3.4
YER074W	RPS24A	4.8	30.1	23.9	40.5
YER075C	PTP3	3.9	4.5	3.8	8.6
YER078C	ICP55	7.1	11.1	8.2	17.1
YER080W	AIM9	7.0	37.1	27.9	51.7
YER081W	SER3	3.6	52.8	29.8	107.1
YER082C	UTP7	3.6	10.4	8.2	16.5
YER083C	GET2	4.1	8.4	7.0	11.9
YER086W	ILV1	2.8	9.4	8.4	11.8
YER087C-B	SBH1	3.6	6.5	5.5	9.8
YER087W	AIM10	4.9	9.5	7.0	17.9
YER088C	DOT6	6.0	17.8	11.6	29.9
YER089C	PTC2	4.5	10.7	8.5	15.8
YER090W	TRP2	6.0	29.3	21.2	42.2
YER092W	IES5	3.1	6.9	6.0	9.3
YER093C	TSC11	8.0	13.8	8.7	23.8
YER094C	PUP3	5.0	13.6	11.2	17.6
YER095W	RAD51	6.1	19.8	12.8	36.3
YER099C	PRS2	2.6	6.2	5.0	10.9
YER100W	UBC6	5.1	17.7	12.3	27.6
YER101C	AST2	8.6	29.6	20.6	54.3
YER102W	RPS8B	3.8	18.1	13.1	24.6
YER105C	NUP157	4.9	56.8	28.0	121.4
YER107C	GLE2	2.3	3.8	3.2	6.4
YER109C	FLO8	1.2	3.4	3.0	6.3
YER110C	KAP123	3.1	39.7	29.9	53.4
YER111C	SWI4	4.2	26.2	13.8	47.6
YER112W	LSM4	3.4	3.5	3.0	5.1
YER113C	TMN3	4.1	7.2	5.0	15.5
YER114C	BOI2	3.4	22.9	12.0	38.0
YER115C	SPR6	5.5	12.1	6.4	21.7
YER116C	SLX8	3.6	5.3	4.8	8.3
YER117W	RPL23B	4.2	27.2	20.4	35.7
YER119C	AVT6	7.5	27.4	20.8	40.7
YER120W	SCS2	4.9	18.9	12.1	30.0
YER122C	GLO3	4.6	9.2	6.7	17.1
YER124C	DSE1	2.4	4.4	3.9	7.5
YER125W	RSP5	4.6	20.6	13.1	32.0
YER126C	NSA2	2.2	8.1	7.2	9.9
YER127W	LCP5	1.5	2.7	2.6	3.4
YER128W	VFA1	2.7	3.2	3.0	4.6
YER129W	SAK1	4.4	4.7	4.1	7.9
YER130C	COM2	0.9	1.1	1.3	1.8
YER131W	RPS26B	2.5	7.0	6.2	9.2
YER133W	GLC7	4.4	11.7	9.0	16.2
YER134C		4.8	9.2	6.7	17.1
YER136W	GDI1	4.7	36.2	26.1	51.4
YER139C	RTR1	7.7	34.1	18.4	72.0
YER141W	COX15	6.8	20.3	13.7	32.8
YER143W	DDI1	11.5	25.1	18.3	37.3
YER144C	UBP5	4.0	5.7	4.6	10.9
YER145C	FTR1	2.1	4.8	4.6	6.3
YER146W	LSM5	3.5	5.1	4.2	6.9
YER147C	SCC4	3.2	5.6	4.9	8.5
YER148W	SPT15	4.7	8.9	6.5	14.0
YER149C	PEA2	5.5	4.3	3.7	7.6
YER152C		4.5	23.3	17.1	34.2
YER154W	OXA1	2.2	9.5	7.3	16.8
YER155C	BEM2	4.9	39.6	26.0	63.1
YER157W	COG3	4.3	7.9	6.7	12.7
YER159C	BUR6	2.2	3.0	2.8	4.0
YER161C	SPT2	4.0	6.8	5.6	11.7
YER162C	RAD4	6.6	7.8	6.2	13.0
YER163C	GCG1	14.1	27.7	21.4	42.3
YER164W	CHD1	5.1	50.5	35.2	74.3
YER165W	PAB1	3.3	41.7	30.8	52.9
YER166W	DNF1	3.8	10.1	8.1	16.7
YER168C	CCA1	2.8	5.2	4.7	7.4
YER169W	RPH1	2.7	3.4	3.1	5.2
YER170W	ADK2	4.2	4.1	3.5	6.2
YER171W	RAD3	2.2	4.0	3.5	6.4
YER172C	BRR2	4.4	14.6	8.8	27.7
YER173W	RAD24	2.3	3.2	2.9	6.3
YER174C	GRX4	3.7	7.1	5.6	11.2
YER175C	TMT1	4.9	12.3	10.1	16.5
YER177W	BMH1	7.8	15.5	12.3	18.2
YER179W	DMC1	4.6	7.0	5.0	12.9
YER180C	ISC10	4.4	4.4	3.8	6.6
YER183C	FAU1	3.1	5.4	4.4	8.1
YFL001W	DEG1	1.5	3.0	2.8	3.8
YFL002C	SPB4	1.6	3.0	2.7	3.7
YFL004W	VTC2	3.3	14.1	10.2	20.8
YFL005W	SEC4	4.2	12.1	10.1	14.9
YFL008W	SMC1	4.8	18.6	10.4	36.1
YFL009W	CDC4	3.9	7.5	6.4	11.8
YFL013C	IES1	7.6	24.8	12.6	39.3
YFL017C	GNA1	3.8	5.9	5.2	7.5
YFL017W-A	SMX2	2.8	6.0	4.8	9.2
YFL022C	FRS2	4.3	25.3	17.9	38.1
YFL023W	BUD27	1.7	2.9	2.7	3.8
YFL024C	EPL1	2.3	2.5	2.4	4.4
YFL025C	BST1	2.7	5.7	4.7	11.5
YFL026W	STE2	2.2	4.7	4.1	6.4
YFL027C	GYP8	4.3	9.4	5.2	17.7
YFL028C	CAF16	3.3	6.7	5.9	8.9
YFL029C	CAK1	4.6	6.7	5.8	11.2
YFL030W	AGX1	4.6	10.5	7.3	18.8
YFL031W	HAC1	5.1	6.6	6.0	8.8
YFL033C	RIM15	9.2	22.2	13.8	36.7
YFL034C-A	RPL22B	1.4	3.0	2.8	4.0
YFL034C-B	MOB2	1.6	3.0	2.7	4.5
YFL037W	TUB2	4.7	49.0	35.8	62.9
YFL038C	YPT1	8.6	37.5	25.8	63.5
YFL039C	ACT1	6.2	56.4	38.9	88.8
YFL041W	FET5	2.0	4.4	3.9	7.0
YFL044C	OTU1	5.2	23.4	18.7	29.9
YFL045C	SEC53	3.8	12.7	10.0	16.0
YFL047W	RGD2	6.9	11.8	6.9	23.2
YFL048C	EMP47	8.2	11.7	8.9	18.8
YFL049W	SWP82	5.0	5.3	4.3	10.6
YFL050C	ALR2	8.2	14.2	8.8	24.2
YFL055W	AGP3	8.3	21.6	15.8	36.6
YFL056C	AAD6	6.6	6.7	5.4	12.9
YFR001W	LOC1	2.0	2.9	2.8	3.7
YFR003C	YPI1	7.9	11.9	8.9	20.8
YFR004W	RPN11	4.2	8.9	7.1	13.9
YFR005C	SAD1	1.9	3.5	3.3	4.8
YFR007W	YFH7	4.7	9.0	7.6	12.2
YFR008W	FAR7	4.8	10.1	6.8	16.3
YFR009W	GCN20	4.4	50.4	33.1	83.6
YFR010W	UBP6	13.4	39.3	23.9	71.3
YFR011C	AIM13	2.4	4.1	3.6	5.8
YFR013W	IOC3	1.9	5.3	4.3	8.5
YFR014C	CMK1	5.3	8.4	6.7	13.2
YFR016C		6.5	59.7	37.8	116.0
YFR019W	FAB1	6.3	27.3	17.3	47.4
YFR021W	ATG18	3.7	11.2	8.4	15.7
YFR022W	ROG3	4.2	8.1	6.2	15.6
YFR024C-A	LSB3	4.3	12.6	10.1	17.5
YFR025C	HIS2	4.3	7.9	6.8	10.4
YFR026C	ULI1	3.7	3.3	2.8	6.5
YFR027W	ECO1	3.6	3.8	3.1	6.8
YFR028C	CDC14	2.1	3.2	3.0	4.1
YFR029W	PTR3	2.4	4.5	3.8	6.9
YFR030W	MET10	4.0	41.5	20.1	89.5
YFR031C	SMC2	1.7	4.4	3.7	7.7
YFR031C-A	RPL2A	3.9	16.1	12.8	20.1
YFR032C-A	RPL29	4.1	26.9	18.1	41.5
YFR033C	QCR6	3.3	6.7	5.7	8.9
YFR034C	PHO4	2.0	3.4	3.1	4.5
YFR036W	CDC26	2.0	4.0	3.5	5.8
YFR037C	RSC8	4.2	6.5	5.6	9.5
YFR038W	IRC5	1.8	3.4	3.2	4.3
YFR039C	OSW7	3.6	6.9	5.4	10.8
YFR040W	SAP155	2.7	6.2	4.5	12.1
YFR041C	ERJ5	2.4	4.8	4.2	7.0
YFR042W	KEG1	4.1	9.4	6.2	17.8
YFR043C	IRC6	2.3	3.3	2.9	6.4
YFR044C	DUG1	5.0	49.0	37.0	76.4
YFR047C	BNA6	7.9	24.3	18.3	33.4
YFR048W	RMD8	2.3	3.6	3.3	5.0
YFR049W	YMR31	7.0	11.1	7.0	18.8
YFR050C	PRE4	3.9	6.8	5.4	10.3
YFR051C	RET2	5.0	14.4	11.6	18.6
YFR052W	RPN12	6.7	14.0	9.7	21.2
YGL001C	ERG26	4.5	14.5	11.3	18.7
YGL002W	ERP6	4.7	7.9	6.6	11.7
YGL003C	CDH1	7.8	14.7	11.3	19.4
YGL004C	RPN14	8.2	15.2	10.2	23.8
YGL005C	COG7	3.9	5.4	4.6	8.9
YGL006W	PMC1	4.5	8.8	7.3	11.8
YGL008C	PMA1	4.4	27.9	19.7	39.1
YGL009C	LEU1	3.1	45.8	32.5	65.8
YGL011C	SCL1	7.5	19.7	14.6	26.3
YGL012W	ERG4	3.0	7.5	6.5	9.0
YGL013C	PDR1	3.9	10.2	6.8	18.0
YGL014W	PUF4	3.6	5.8	4.6	11.8
YGL016W	KAP122	2.3	17.2	10.9	32.4
YGL017W	ATE1	1.8	3.5	3.1	6.9
YGL018C	JAC1	3.7	8.8	7.0	12.9
YGL019W	CKB1	3.8	10.1	7.7	12.5
YGL020C	GET1	3.4	5.2	4.7	7.4
YGL022W	STT3	4.6	12.0	9.8	15.9
YGL023C	PIB2	3.8	5.5	4.8	8.2
YGL025C	PGD1	3.5	3.9	3.3	6.2
YGL027C	CWH41	4.4	22.4	16.0	31.8
YGL028C	SCW11	1.1	4.7	3.8	8.9
YGL029W	CGR1	2.1	2.6	2.4	3.0
YGL030W	RPL30	5.0	16.2	13.0	21.7
YGL031C	RPL24A	3.7	13.0	11.4	15.8
YGL032C	AGA2	3.8	6.8	5.1	10.1
YGL035C	MIG1	4.3	5.1	4.6	7.4
YGL038C	OCH1	6.7	7.7	6.1	15.8
YGL039W		3.7	6.3	4.7	10.0
YGL040C	HEM2	2.9	6.6	5.6	8.9
YGL043W	DST1	4.0	8.1	6.3	14.3
YGL044C	RNA15	4.0	4.5	3.6	7.9
YGL045W	RIM8	4.2	8.1	5.7	15.9
YGL048C	RPT6	6.0	12.3	9.8	16.7
YGL049C	TIF4632	1.1	5.7	4.9	8.3
YGL050W	TYW3	2.1	3.3	3.1	5.3
YGL054C	ERV14	5.1	9.8	8.0	13.4
YGL055W	OLE1	1.5	9.2	7.9	13.8
YGL057C	GEP7	2.3	3.0	2.7	6.1
YGL058W	RAD6	7.1	23.4	11.4	39.6
YGL059W	PKP2	6.8	14.0	9.7	25.2
YGL060W	YBP2	4.2	8.2	6.5	12.2
YGL061C	DUO1	2.3	2.3	2.2	3.8
YGL062W	PYC1	3.9	46.1	30.8	68.4
YGL063W	PUS2	2.1	2.7	2.4	5.8
YGL064C	MRH4	0.9	2.7	2.6	4.8
YGL065C	ALG2	3.3	8.1	6.3	11.4
YGL066W	SGF73	4.1	7.4	5.9	14.4
YGL067W	NPY1	4.8	10.7	8.8	16.9
YGL068W	MNP1	3.2	5.5	4.7	7.0
YGL070C	RPB9	4.8	5.1	4.3	9.9
YGL071W	AFT1	3.5	4.6	3.9	6.7
YGL073W	HSF1	6.3	11.9	9.0	17.4
YGL075C	MPS2	4.9	8.8	5.2	17.4
YGL076C	RPL7A	5.6	29.1	19.6	42.6
YGL077C	HNM1	2.2	4.7	4.0	7.4
YGL078C	DBP3	1.6	4.0	3.6	5.4
YGL080W	FMP37	6.8	7.3	5.5	11.3
YGL083W	SCY1	6.5	7.4	6.0	11.4
YGL084C	GUP1	3.4	5.1	4.3	7.7
YGL086W	MAD1	2.8	5.1	4.1	9.8
YGL087C	MMS2	6.6	14.4	8.7	27.0
YGL092W	NUP145	2.3	13.1	8.0	23.8
YGL093W	SPC105	6.2	13.1	8.7	21.6
YGL094C	PAN2	2.8	5.2	4.6	8.0
YGL095C	VPS45	4.7	11.2	7.9	18.4
YGL097W	SRM1	2.8	8.4	6.5	11.8
YGL099W	LSG1	1.7	6.8	6.0	8.7
YGL100W	SEH1	2.8	4.5	4.1	6.3
YGL104C	VPS73	15.3	25.0	15.7	44.8
YGL105W	ARC1	7.0	37.6	27.5	57.9
YGL106W	MLC1	5.5	22.3	17.8	27.5
YGL107C	RMD9	2.4	3.7	3.3	6.4
YGL108C		2.7	4.0	3.8	5.7
YGL110C	CUE3	4.6	6.5	5.0	12.8
YGL111W	NSA1	3.7	7.0	6.5	9.0
YGL112C	TAF6	2.5	4.9	4.4	7.3
YGL113W	SLD3	1.0	2.8	2.4	4.7
YGL115W	SNF4	6.0	8.0	6.8	12.0
YGL116W	CDC20	4.4	8.0	6.6	13.5
YGL119W	COQ8	3.6	5.6	4.9	9.3
YGL120C	PRP43	3.5	12.7	9.9	18.0
YGL122C	NAB2	1.9	5.9	4.6	9.3
YGL123W	RPS2	3.5	15.3	12.6	18.5
YGL124C	MON1	2.1	4.2	3.9	6.5
YGL125W	MET13	3.5	7.7	5.4	13.2
YGL126W	SCS3	4.7	12.8	9.9	18.0
YGL127C	SOH1	4.1	5.5	4.5	9.0
YGL128C	CWC23	3.6	5.9	4.3	10.9
YGL129C	RSM23	3.5	5.4	4.6	7.8
YGL139W	FLC3	2.5	4.5	4.1	6.8
YGL142C	GPI10	3.9	5.0	4.2	8.2
YGL143C	MRF1	2.0	4.7	4.3	6.5
YGL144C	ROG1	1.9	3.1	2.8	5.3
YGL145W	TIP20	2.0	4.2	3.6	6.3
YGL147C	RPL9A	2.9	22.0	16.6	26.0
YGL148W	ARO2	3.7	9.7	7.7	11.5
YGL150C	INO80	4.2	17.9	11.9	26.5
YGL153W	PEX14	5.2	10.6	7.1	18.2
YGL154C	LYS5	5.1	9.2	7.5	13.6
YGL155W	CDC43	2.5	5.2	4.4	7.5
YGL160W	AIM14	4.7	7.0	6.3	10.1
YGL161C	YIP5	6.6	10.6	7.9	15.7
YGL162W	SUT1	4.7	5.6	4.2	8.1
YGL163C	RAD54	6.7	12.0	8.4	19.2
YGL166W	CUP2	3.6	7.4	5.6	10.7
YGL167C	PMR1	3.6	7.5	6.6	11.1
YGL168W	HUR1	3.7	10.2	6.9	16.5
YGL169W	SUA5	2.1	4.0	3.5	5.3
YGL171W	ROK1	1.9	4.3	4.0	5.3
YGL172W	NUP49	4.4	9.9	6.8	17.2
YGL173C	XRN1	4.3	24.0	15.0	39.9
YGL174W	BUD13	3.9	34.1	17.4	94.5
YGL178W	MPT5	20.4	51.4	27.7	121.1
YGL179C	TOS3	7.4	10.2	8.1	13.9
YGL180W	ATG1	4.3	5.7	4.9	9.1
YGL181W	GTS1	6.6	13.2	8.8	20.5
YGL186C	TPN1	2.6	5.9	4.7	10.0
YGL187C	COX4	3.5	7.0	5.5	9.8
YGL190C	CDC55	6.5	6.7	5.4	11.1
YGL191W	COX13	6.3	31.5	21.7	51.8
YGL192W	IME4	6.6	8.4	5.2	17.1
YGL194C	HOS2	4.2	21.0	14.6	28.8
YGL196W	DSD1	8.3	33.8	23.5	57.3
YGL197W	MDS3	9.0	33.0	21.9	48.4
YGL198W	YIP4	4.3	7.3	6.2	10.1
YGL200C	EMP24	8.0	20.4	17.2	25.3
YGL203C	KEX1	4.0	9.0	7.4	13.6
YGL209W	MIG2	3.4	4.0	3.5	8.0
YGL210W	YPT32	2.6	5.4	4.6	6.8
YGL211W	NCS6	2.5	4.3	3.8	6.6
YGL213C	SKI8	2.4	5.0	4.1	7.8
YGL216W	KIP3	2.5	4.7	4.1	7.5
YGL219C	MDM34	6.8	15.9	13.5	22.0
YGL220W	FRA2	4.1	9.4	7.7	12.6
YGL221C	NIF3	6.6	16.6	13.3	22.8
YGL222C	EDC1	11.7	43.1	26.9	85.1
YGL223C	COG1	2.6	4.7	3.9	6.5
YGL224C	SDT1	4.4	7.3	6.1	13.0
YGL225W	VRG4	2.0	10.2	7.8	13.2
YGL226C-A	OST5	5.1	18.9	14.1	26.3
YGL226W	MTC3	2.7	5.9	5.0	7.4
YGL227W	VID30	8.4	20.5	13.8	32.7
YGL228W	SHE10	4.9	8.3	6.7	12.6
YGL229C	SAP4	8.2	11.3	7.9	20.3
YGL231C	EMC4	2.9	5.6	4.7	7.9
YGL232W	TAN1	4.2	12.8	9.7	19.3
YGL234W	ADE5,7	3.1	49.9	33.0	76.3
YGL236C	MTO1	0.9	2.5	2.4	4.0
YGL237C	HAP2	5.3	8.5	6.5	14.8
YGL241W	KAP114	2.6	11.1	7.6	21.8
YGL243W	TAD1	1.7	2.7	2.6	3.4
YGL244W	RTF1	4.8	13.6	8.4	23.2
YGL245W	GUS1	8.3	56.7	40.9	92.0
YGL246C	RAI1	1.8	3.7	3.2	7.5
YGL247W	BRR6	8.4	27.0	12.5	59.1
YGL248W	PDE1	3.8	7.3	6.0	12.0
YGL249W	ZIP2	21.4	51.9	29.2	115.3
YGL250W	RMR1	10.7	12.1	8.5	23.2
YGL251C	HFM1	3.9	7.1	5.8	12.4
YGL252C	RTG2	4.9	11.2	7.7	20.1
YGL253W	HXK2	2.6	19.6	13.7	32.3
YGL254W	FZF1	2.9	4.5	4.1	6.3
YGL255W	ZRT1	2.7	6.3	4.5	9.6
YGL256W	ADH4	2.0	3.9	3.3	6.6
YGL257C	MNT2	2.8	6.2	5.2	8.9
YGL263W	COS12	2.2	4.8	3.7	6.8
YGR002C	SWC4	6.9	8.6	6.4	13.4
YGR003W	CUL3	3.4	6.4	4.8	10.5
YGR004W	PEX31	2.0	3.4	3.2	4.6
YGR005C	TFG2	4.1	6.6	5.5	9.7
YGR006W	PRP18	4.0	6.0	4.7	9.2
YGR007W	ECT1	2.7	4.7	4.2	7.0
YGR009C	SEC9	4.9	8.2	6.4	13.6
YGR010W	NMA2	3.8	9.2	8.1	12.3
YGR012W		5.5	13.2	11.4	15.5
YGR013W	SNU71	3.5	6.8	5.4	9.6
YGR014W	MSB2	1.4	3.6	3.4	5.0
YGR019W	UGA1	2.4	6.2	5.7	8.9
YGR020C	VMA7	5.7	19.6	15.2	25.6
YGR024C	THG1	3.9	6.2	5.3	9.2
YGR027C	RPS25A	6.6	23.0	16.6	30.3
YGR028W	MSP1	2.5	4.5	4.0	6.2
YGR029W	ERV1	3.5	9.1	7.0	13.1
YGR030C	POP6	2.0	1.8	1.7	3.1
YGR031W	IMO32	3.8	7.0	5.9	10.4
YGR032W	GSC2	7.6	29.1	21.2	42.6
YGR033C	TIM21	4.1	7.2	4.8	11.2
YGR034W	RPL26B	3.2	14.7	11.5	18.7
YGR036C	CAX4	2.6	5.7	4.7	8.0
YGR037C	ACB1	3.3	10.2	8.4	12.3
YGR038W	ORM1	2.5	5.0	4.3	7.8
YGR040W	KSS1	3.4	3.8	3.2	7.0
YGR041W	BUD9	2.2	4.7	3.8	7.7
YGR042W		2.4	4.9	3.9	7.3
YGR044C	RME1	3.6	7.6	5.8	10.3
YGR046W	TAM41	6.8	7.8	5.6	14.6
YGR047C	TFC4	1.8	4.1	3.6	5.8
YGR048W	UFD1	4.6	6.4	5.1	10.9
YGR049W	SCM4	4.0	9.0	7.5	11.2
YGR054W		2.5	9.7	7.1	16.1
YGR056W	RSC1	2.4	3.5	3.1	6.6
YGR057C	LST7	2.8	5.2	4.6	7.7
YGR058W	PEF1	2.2	3.8	3.4	6.6
YGR060W	ERG25	2.7	17.9	14.3	24.6
YGR061C	ADE6	3.0	32.0	17.9	70.3
YGR062C	COX18	4.6	4.6	3.4	9.7
YGR063C	SPT4	2.3	4.9	4.3	7.4
YGR068C	ART5	3.9	7.3	5.7	10.8
YGR072W	UPF3	2.5	3.5	3.1	5.5
YGR074W	SMD1	1.3	4.1	3.1	6.9
YGR075C	PRP38	1.9	3.3	2.9	5.9
YGR076C	MRPL25	3.4	3.4	3.1	5.3
YGR077C	PEX8	4.3	7.7	5.8	14.8
YGR078C	PAC10	2.8	6.3	5.2	9.0
YGR080W	TWF1	7.9	16.7	12.3	22.4
YGR081C	SLX9	0.9	1.5	1.4	2.0
YGR082W	TOM20	1.9	2.9	2.8	3.8
YGR083C	GCD2	3.1	5.1	4.6	7.6
YGR084C	MRP13	2.7	4.1	3.4	8.2
YGR085C	RPL11B	3.1	12.5	10.4	16.3
YGR086C	PIL1	3.3	12.5	10.8	16.1
YGR087C	PDC6	6.4	12.5	7.9	24.3
YGR089W	NNF2	2.2	4.5	3.8	8.5
YGR091W	PRP31	3.5	5.3	3.8	9.3
YGR092W	DBF2	5.2	8.4	6.6	13.9
YGR094W	VAS1	3.0	35.1	27.6	45.4
YGR095C	RRP46	2.7	4.2	3.6	5.8
YGR096W	TPC1	2.7	4.8	4.2	7.5
YGR097W	ASK10	2.5	9.8	6.5	19.7
YGR100W	MDR1	5.1	18.9	11.4	34.5
YGR102C	GTF1	7.6	16.1	10.0	31.2
YGR103W	NOP7	2.1	5.6	5.0	7.5
YGR104C	SRB5	2.6	5.6	4.7	9.4
YGR105W	VMA21	3.1	7.5	6.4	10.3
YGR106C	VOA1	4.1	13.8	10.8	19.2
YGR108W	CLB1	1.0	1.9	1.9	2.5
YGR110W	CLD1	2.3	3.5	3.1	6.1
YGR112W	SHY1	3.6	6.3	5.5	8.8
YGR113W	DAM1	4.8	7.0	5.7	10.5
YGR116W	SPT6	4.4	38.4	23.5	62.2
YGR118W	RPS23A	3.7	16.6	13.8	19.9
YGR120C	COG2	2.2	3.2	2.9	4.5
YGR121C	MEP1	2.8	5.7	4.8	8.5
YGR122W		2.6	3.4	2.6	4.9
YGR123C	PPT1	1.4	4.6	4.4	5.6
YGR124W	ASN2	3.5	21.8	17.5	28.7
YGR128C	UTP8	1.8	3.8	3.3	7.1
YGR132C	PHB1	4.5	13.7	10.1	19.3
YGR133W	PEX4	3.1	8.2	7.1	10.9
YGR134W	CAF130	11.1	7.0	5.1	14.2
YGR135W	PRE9	6.2	10.9	8.5	16.3
YGR138C	TPO2	4.0	11.5	8.1	19.2
YGR140W	CBF2	12.4	15.6	7.3	24.3
YGR143W	SKN1	3.9	6.4	4.9	10.4
YGR145W	ENP2	2.3	6.2	5.6	8.1
YGR147C	NAT2	4.0	5.2	4.5	8.7
YGR148C	RPL24B	4.6	25.7	19.2	32.5
YGR150C	CCM1	1.8	2.7	2.6	4.4
YGR152C	RSR1	2.7	6.1	4.8	9.0
YGR154C	GTO1	4.9	7.2	5.5	13.2
YGR155W	CYS4	2.7	24.2	16.9	33.4
YGR156W	PTI1	11.4	22.1	14.7	34.0
YGR157W	CHO2	4.8	15.8	11.2	24.0
YGR159C	NSR1	0.9	2.8	2.6	4.5
YGR162W	TIF4631	1.4	4.7	4.1	6.9
YGR163W	GTR2	4.3	7.7	5.1	12.2
YGR165W	MRPS35	2.6	3.7	3.3	5.4
YGR167W	CLC1	7.5	17.3	13.2	24.0
YGR169C	PUS6	1.3	2.6	2.5	3.6
YGR170W	PSD2	4.2	8.0	6.2	15.9
YGR172C	YIP1	2.4	4.6	4.2	6.4
YGR173W	RBG2	2.4	5.7	5.0	8.3
YGR174C	CBP4	3.6	6.0	5.2	7.7
YGR175C	ERG1	2.2	14.3	10.3	22.6
YGR177C	ATF2	1.2	3.6	3.2	5.6
YGR179C	OKP1	2.9	4.6	3.9	6.5
YGR181W	TIM13	3.5	7.9	6.8	10.2
YGR183C	QCR9	4.5	13.8	9.3	22.7
YGR185C	TYS1	5.1	29.1	21.5	39.6
YGR186W	TFG1	4.9	13.8	9.8	19.8
YGR187C	HGH1	1.8	3.6	3.4	5.3
YGR189C	CRH1	2.4	7.5	6.5	9.7
YGR191W	HIP1	2.1	3.5	3.2	5.2
YGR193C	PDX1	6.9	17.9	14.8	22.4
YGR194C	XKS1	12.2	21.4	14.8	33.8
YGR195W	SKI6	2.6	4.9	4.3	8.1
YGR196C	FYV8	3.5	6.6	5.3	11.3
YGR198W	YPP1	5.3	18.7	12.7	27.7
YGR200C	ELP2	3.1	9.9	7.3	15.5
YGR202C	PCT1	2.8	4.9	4.4	6.5
YGR203W	YCH1	3.2	8.8	5.6	13.7
YGR204W	ADE3	3.4	40.7	25.5	68.3
YGR206W	MVB12	4.5	11.5	7.4	21.0
YGR207C	CIR1	4.7	11.0	8.4	17.4
YGR208W	SER2	2.2	3.6	3.2	7.0
YGR214W	RPS0A	4.9	28.8	22.4	35.9
YGR215W	RSM27	2.6	7.8	6.3	12.6
YGR216C	GPI1	1.8	3.0	2.8	5.6
YGR217W	CCH1	3.5	7.3	5.7	15.7
YGR220C	MRPL9	4.1	6.7	5.3	10.2
YGR221C	TOS2	6.1	28.5	19.3	44.6
YGR222W	PET54	4.8	7.0	6.0	10.3
YGR223C	HSV2	6.1	6.2	5.4	11.2
YGR224W	AZR1	3.3	6.3	4.9	14.8
YGR227W	DIE2	1.9	4.0	3.6	5.4
YGR229C	SMI1	2.1	5.0	4.6	6.4
YGR230W	BNS1	2.6	4.0	3.8	5.3
YGR231C	PHB2	6.5	18.5	14.4	25.3
YGR232W	NAS6	6.4	13.9	10.3	19.0
YGR233C	PHO81	2.1	5.1	4.4	8.1
YGR234W	YHB1	2.7	12.4	10.1	16.8
YGR235C	MOS2	4.1	8.4	7.1	12.6
YGR238C	KEL2	8.1	10.4	7.1	15.9
YGR239C	PEX21	2.0	3.0	2.4	5.7
YGR241C	YAP1802	5.5	7.8	6.4	10.8
YGR244C	LSC2	11.9	53.1	33.6	101.7
YGR245C	SDA1	2.2	6.9	6.1	8.7
YGR251W	NOP19	2.0	2.7	2.5	3.1
YGR253C	PUP2	4.6	12.5	9.0	17.1
YGR254W	ENO1	3.4	43.0	33.4	53.5
YGR255C	COQ6	7.8	16.8	12.8	23.1
YGR257C	MTM1	2.2	4.8	3.5	10.7
YGR258C	RAD2	3.7	11.6	8.5	19.6
YGR260W	TNA1	2.2	3.6	3.4	4.5
YGR261C	APL6	2.7	6.9	5.7	10.0
YGR262C	BUD32	3.2	5.1	4.5	7.1
YGR263C	SAY1	3.7	11.0	8.5	19.4
YGR264C	MES1	2.4	35.2	22.9	54.5
YGR266W		8.5	34.8	25.4	46.6
YGR267C	FOL2	7.6	15.7	11.6	23.1
YGR268C	HUA1	7.4	32.1	21.5	50.3
YGR270W	YTA7	7.6	28.5	15.8	46.9
YGR271C-A	EFG1	1.4	2.0	2.0	2.5
YGR271W	SLH1	5.3	43.7	24.3	70.6
YGR274C	TAF1	4.0	5.1	4.4	9.3
YGR275W	RTT102	4.2	6.1	5.3	8.6
YGR276C	RNH70	3.3	6.2	5.5	9.1
YGR277C	CAB4	4.1	16.2	13.5	22.0
YGR278W	CWC22	3.3	4.8	4.0	9.2
YGR280C	PXR1	3.2	4.7	3.5	9.0
YGR282C	BGL2	4.4	36.6	26.8	50.0
YGR283C		2.0	4.9	3.9	9.8
YGR285C	ZUO1	6.6	56.4	33.7	101.2
